epoch,lr,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,best_val_macro_f1,best_epoch,epoch_seconds
26,0.0005,0.03753474919427982,0.974619770062693,0.9746059951927702,0.9746061930968379,0.19082291604633125,0.9461441213653603,0.9141167030214465,0.9482791057779846,0.9248383969499069,25,411.91914463043213
27,0.0005,0.036145310499432697,0.9754342102770991,0.9754247479272742,0.9754235270771198,0.17168168662848274,0.9516561314791403,0.9219563724195392,0.9533165327971703,0.9248383969499069,25,412.72953152656555
28,0.0005,0.03523864755764062,0.9763749202921883,0.9763664363011106,0.9763653478850609,0.18738746344327323,0.9513527180783818,0.9211483593894763,0.9529370957463511,0.9248383969499069,25,423.6657359600067
29,0.0005,0.03596938290589333,0.9756867498784653,0.9756696423972622,0.9756725710351157,0.22708062393174008,0.9554993678887485,0.927157318759774,0.956753908531182,0.927157318759774,29,412.68549847602844
30,0.0005,0.034183557162984254,0.9776060508488488,0.9775954582786928,0.9775962241178242,0.19047852075657562,0.9527180783817952,0.9231976710436367,0.9542133616572437,0.927157318759774,29,413.0271441936493
31,0.0005,0.03390994482032849,0.9774229596378582,0.9774140436191836,0.9774138084652116,0.20229222027450686,0.9524652338811631,0.922810546064736,0.953974944674787,0.927157318759774,29,416.85479736328125
32,0.0005,0.032808009130387464,0.9782500268323326,0.9782441103688178,0.9782429574285691,0.20190593344711624,0.9564601769911505,0.9283519404243845,0.9575835079374244,0.9283519404243845,32,415.7600054740906
33,0.0005,0.0335951230534716,0.9781742649519227,0.9781676741863944,0.9781668527356038,0.1758365731135331,0.9524652338811631,0.9229046752818002,0.9540005965001256,0.9283519404243845,32,415.4225444793701
34,0.0005,0.03143113662821402,0.9790202726164997,0.9790138448760887,0.979013369520106,0.2006395386950632,0.9538305941845765,0.9246356171541321,0.9551897688545834,0.9283519404243845,32,412.533301115036
35,0.0005,0.03061299620772112,0.9799736096116572,0.9799651589049869,0.9799662421956975,0.21139709904658055,0.9564601769911505,0.9285750359586752,0.9576450020997657,0.9285750359586752,35,414.59725403785706
36,0.0005,0.030916761574262985,0.9797147565202569,0.9797083061196856,0.9797081439460168,0.27763982910855983,0.9581289506953223,0.9301986058700135,0.9589595597188266,0.9301986058700135,36,420.13671922683716
37,0.0005,0.030230476583429457,0.9801882682728186,0.9801833116538072,0.9801827081532889,0.2189400332636764,0.9536788874841973,0.9249340432068671,0.9551916503929656,0.9301986058700135,36,417.1564919948578
38,0.0005,0.030356120444368685,0.9799799231016914,0.9799734392198547,0.9799734596952712,0.2344986730486192,0.9569658659924146,0.9290953512679168,0.9580516426186393,0.9301986058700135,36,413.9270622730255
39,0.0005,0.03029886105756949,0.9800998794123403,0.9800928375202432,0.9800932559206801,0.2630126794204398,0.9602528445006321,0.9335263142930722,0.9609818080009898,0.9335263142930722,39,419.21201515197754
40,0.0005,0.0294591165169448,0.9811921131882493,0.9811877579327068,0.9811873296357925,0.2303539981660062,0.9554993678887485,0.9266867531987106,0.9566242614525121,0.9335263142930722,39,418.90946412086487
41,0.0005,0.029015658434793874,0.9812678750686592,0.9812640943119948,0.9812633936117597,0.2184691779411783,0.9521618204804045,0.9226323599290931,0.9537667612846995,0.9335263142930722,39,412.52149653434753
42,0.0005,0.02899648409876274,0.9812678750686592,0.9812620361055621,0.981262426622765,0.23856923709984978,0.9540834386852086,0.924511634752498,0.9552876229933677,0.9335263142930722,39,414.4918842315674
43,0.00025,0.02691888642566679,0.9828715015373348,0.9828665670513863,0.9828670608671304,0.2378720829990962,0.9553476611883691,0.9267955298772419,0.9565752872390743,0.9335263142930722,39,411.4025378227234
44,0.00025,0.023329215188263884,0.9855042268815779,0.985500183424292,0.9855010563218762,0.27996431760329815,0.9602022756005056,0.9336337182182581,0.9609858272048896,0.9336337182182581,44,417.34818410873413
45,0.00025,0.022155636787423688,0.9863123536059498,0.9863115560784237,0.9863110514394184,0.3402831435714661,0.9606573957016434,0.9339189472299265,0.9612993395317141,0.9339189472299265,45,411.41448760032654
46,0.00025,0.020659417725043597,0.9875434841626103,0.9875424913460444,0.9875422434929696,0.32235612197128016,0.955094816687737,0.926143624351169,0.9562639949583358,0.9339189472299265,45,412.6430549621582
47,0.00025,0.02091620974898178,0.9871646747605609,0.9871636947038283,0.9871633725030959,0.3078280851939592,0.957117572692794,0.929204671400788,0.9581606254591216,0.9339189472299265,45,413.94252943992615
48,0.00025,0.020804807389795385,0.987328825501449,0.9873272286147182,0.9873272241240355,0.2870197733645192,0.95929203539823,0.9320141854910249,0.960065118323111,0.9339189472299265,45,414.34970021247864
49,0.000125,0.01999969101362998,0.9878780991344205,0.987877587501117,0.9878772399484648,0.31024875968751203,0.9585840707964601,0.9309499520412499,0.9594035958210951,0.9339189472299265,45,415.7665102481842
50,0.000125,0.018348506256707395,0.9890397813007052,0.9890384538891684,0.9890385749783447,0.3357998371991775,0.9596460176991151,0.9325259211086491,0.9603901600957905,0.9339189472299265,45,416.1970913410187
51,0.000125,0.01664888774964904,0.9900562531962044,0.9900544781980777,0.9900550477745086,0.4034796832863585,0.9619721871049305,0.9355826851691543,0.9624392210334771,0.9355826851691543,51,422.00012731552124
52,0.000125,0.016794059718184855,0.9898731619852138,0.9898710650190046,0.989871807560352,0.40793152608994665,0.9617193426042984,0.9354019585610663,0.9622593681523254,0.9355826851691543,51,425.8991093635559
53,0.000125,0.016877336832611892,0.9900183722559994,0.9900177223802217,0.990017637459052,0.39080991840835394,0.9606573957016434,0.9336605114689858,0.9612266522379801,0.9355826851691543,51,422.604843378067
54,0.000125,0.016284799251016977,0.9906434077693809,0.9906427046478279,0.9906427154020541,0.4079651854647849,0.9615170670037927,0.9350747655517493,0.9620639323507802,0.9355826851691543,51,441.2131736278534
55,6.25e-05,0.016834372321355293,0.9904034951480829,0.9904026492611773,0.9904027067154997,0.3836571790615165,0.9606068268015171,0.9338554499331155,0.9612556157602371,0.9355826851691543,51,422.55706334114075
56,6.25e-05,0.015404633448979008,0.9911674274422158,0.9911666010535077,0.9911667375263165,0.42765897181389,0.9620733249051833,0.9358804764784967,0.9625748415852418,0.9358804764784967,56,422.5930006504059
57,6.25e-05,0.015215753091147016,0.9912431893226257,0.9912425569013927,0.991242593080022,0.4038703562420064,0.9617699115044248,0.9354521284395005,0.9622993101659033,0.9358804764784967,56,423.29751658439636
58,6.25e-05,0.014556097900841789,0.9917103875851532,0.9917102839625003,0.9917101616507619,0.48582950267041225,0.962275600505689,0.9358430277858447,0.9626671016221571,0.9358804764784967,56,422.073477268219
59,6.25e-05,0.014288406673154374,0.9917735224854948,0.9917728979687969,0.9917729807851416,0.4434543984937193,0.9622250316055626,0.936213600130071,0.9627461665567267,0.936213600130071,59,423.3005836009979
60,6.25e-05,0.01396309882535335,0.9920513160469976,0.9920508793358462,0.9920508878915161,0.45327932792059916,0.9617193426042984,0.9350331901458929,0.9621551981794042,0.936213600130071,59,421.9404854774475
61,6.25e-05,0.014314762209412532,0.9919187327562804,0.9919183479169303,0.9919183165805149,0.47209424166107733,0.9616182048040455,0.9348472115786399,0.9620511531798114,0.936213600130071,59,429.80392265319824
62,6.25e-05,0.013741279063040828,0.9920134351067926,0.9920127730952808,0.9920129048548537,0.4923828252093624,0.9612642225031606,0.9342390922499769,0.9616991145574043,0.936213600130071,59,425.58050537109375
63,3.125e-05,0.013530073239035548,0.992512200819491,0.9925119387674374,0.9925118970964064,0.525206526748968,0.9617193426042984,0.9349185665557425,0.9621227270192134,0.936213600130071,59,421.1253161430359
64,3.125e-05,0.013140833782810666,0.992550081759696,0.9925493801765667,0.9925495869541577,0.5121124921583685,0.9602528445006321,0.9326258621535062,0.9607284570846701,0.936213600130071,59,426.0729515552521
65,3.125e-05,0.01282667894216102,0.9926574110902766,0.9926572941863002,0.9926572126124813,0.5402413246859167,0.9620227560050569,0.9353201422619992,0.9623905316547526,0.936213600130071,59,423.7131383419037
66,3.125e-05,0.01305425540461974,0.9925690222297984,0.992568137676247,0.9925684647767791,0.5555855175621535,0.9625284450063211,0.9361389749160318,0.9628792804724365,0.936213600130071,59,429.11026883125305
67,1.5625e-05,0.01291982522634918,0.992594276189935,0.9925936225317509,0.9925937986856028,0.5269870039197121,0.9623261694058154,0.9359219543703119,0.96271513964464,0.936213600130071,59,418.80288553237915
68,1.5625e-05,0.012440492170786679,0.9929036372016087,0.992903250632195,0.9929032913063077,0.5382002599724814,0.9620227560050569,0.9354913291322713,0.9624390747203766,0.936213600130071,59,425.96759510040283
69,1.5625e-05,0.012130187968063576,0.9931814307631115,0.9931810439174067,0.9931811110398382,0.5317645476087127,0.9625284450063211,0.9363222324682128,0.9629312679170047,0.9363222324682128,69,421.0180470943451
70,1.5625e-05,0.01234614598209461,0.9930867284125992,0.9930866272140648,0.9930865585794154,0.5417505322845109,0.9619721871049305,0.9353698222321554,0.9623789703306985,0.9363222324682128,69,420.8566026687622
71,1.5625e-05,0.01200479375048993,0.9932571926435214,0.9932571389405574,0.9932570739443529,0.5691507209067889,0.9622250316055626,0.9357215366593987,0.9626069925108348,0.9363222324682128,69,426.83906722068787
72,1.5625e-05,0.012069203047743293,0.9931751172730774,0.9931750843276781,0.993175021561012,0.5484190866483232,0.9620733249051833,0.9356268582217496,0.9625031451921094,0.9363222324682128,69,426.5145151615143
73,7.8125e-06,0.011560049158796298,0.9935539266751268,0.9935534816587436,0.9935536064391732,0.5857781058130491,0.9614664981036662,0.9344670069340666,0.9618663960269219,0.9363222324682128,69,421.5415802001953
74,7.8125e-06,0.012166107988681271,0.9931688037830432,0.9931685768008731,0.9931685511939031,0.5549631496758097,0.9627307206068269,0.9366520018289939,0.9631274098190054,0.9366520018289939,74,426.3370475769043
75,7.8125e-06,0.011608311634131778,0.9935349862050242,0.9935348133476667,0.99353478612105,0.5817498223094079,0.9618204804045511,0.9351048322671511,0.9622268580913826,0.9366520018289939,74,425.02855491638184
76,7.8125e-06,0.012358195577905401,0.9932635061335555,0.9932632156922905,0.9932632304936243,0.5465025343079539,0.961921618204804,0.9354757950952448,0.9623832711990546,0.9366520018289939,74,426.1723175048828
77,7.8125e-06,0.011997676805684759,0.993036220492326,0.9930361178804641,0.9930360502038906,0.5587675246296806,0.9621238938053097,0.9356914592621368,0.9625471296636677,0.9366520018289939,74,419.6270158290863
78,3.90625e-06,0.011450619453333278,0.9936486290256391,0.9936485527200438,0.9936484992088339,0.5642010445692889,0.9627307206068269,0.9366799340177556,0.963135325223513,0.9366799340177556,78,421.6729428768158
79,3.90625e-06,0.012434678799050896,0.9929793990820186,0.9929785390189139,0.9929788917772553,0.5905040631299855,0.9620733249051833,0.9354277044203121,0.9624466950103796,0.9366799340177556,78,423.25385427474976
80,3.90625e-06,0.0118044784509638,0.9935286727149901,0.9935282950311095,0.9935283727528339,0.5504279294852097,0.9623261694058154,0.9361052106145176,0.9627670491202571,0.9366799340177556,78,423.47013330459595
