epoch,lr,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,best_val_macro_f1,best_epoch,epoch_seconds
1,0.001,0.18002525453238502,0.8610653383083635,0.8591724990291181,0.8592424896554105,0.2682564895358007,0.8603286978508218,0.8069979073805649,0.8730829398045551,0.8069979073805649,1,439.63966703414917
2,0.001,0.11851664254509747,0.913423111161619,0.9129399165391612,0.9129729621374937,0.20397327250234698,0.8919342604298357,0.8442478730196303,0.9003846264678897,0.8442478730196303,2,429.14826822280884
3,0.001,0.1113599587266848,0.9191241926624619,0.9187860058682764,0.9187804802646536,0.22770133375217277,0.8652844500632111,0.8151436110050534,0.8778549565636639,0.8442478730196303,2,422.45846724510193
4,0.001,0.10120150110594672,0.9278936303199046,0.9276486843131504,0.927649242458348,0.19561082630030877,0.8890518331226296,0.8418303362782562,0.8981246538027702,0.8442478730196303,2,412.66841983795166
5,0.001,0.09537419454624126,0.9324393431444968,0.9322348004947516,0.9322371745245868,0.15626503021240837,0.9190897597977244,0.8782512270998792,0.9241816505418546,0.8782512270998792,5,410.4346857070923
6,0.001,0.09105146258222549,0.9347563939870321,0.9345612722560965,0.934566979944607,0.16866502264206087,0.917370417193426,0.875817210140093,0.9226086132394883,0.8782512270998792,5,408.27717185020447
7,0.001,0.08659155388622063,0.9373638653711385,0.9371951251291994,0.9371967077112493,0.17996061378272837,0.8979013906447535,0.8525146261369073,0.9058078725932031,0.8782512270998792,5,415.715167760849
8,0.001,0.08335239078986603,0.9404701024679433,0.9403482749505964,0.940337024882286,0.15761148010207487,0.9311251580278129,0.8927687984047438,0.9345434046704706,0.8927687984047438,8,413.65736627578735
9,0.001,0.07917332168043804,0.9451420850932187,0.9450235729749301,0.945026522079859,0.16169624319570858,0.9260176991150443,0.886980020813444,0.9302466129837171,0.8927687984047438,8,414.36152696609497
10,0.001,0.07648423887226802,0.9448264105915108,0.9447094152645997,0.9447097845883053,0.16375729823006993,0.9036662452591656,0.8596536207155676,0.9108480054677877,0.8927687984047438,8,418.85174655914307
11,0.001,0.07384959076709163,0.9470045646532947,0.9469013582853845,0.9469000428956175,0.1773460117800046,0.9169658659924147,0.8753406746898358,0.9222623592237046,0.8927687984047438,8,411.6740884780884
12,0.001,0.07134536137504596,0.9474275684855832,0.9473150438062612,0.9473194556345353,0.15129203303273198,0.9380530973451328,0.9030146813457236,0.9409862307726452,0.9030146813457236,12,413.8036379814148
13,0.001,0.06811248841761312,0.9512472299562476,0.9511671277294318,0.9511652672100559,0.15176446871043156,0.9307711757269279,0.893602268886549,0.9345650246198585,0.9030146813457236,12,414.6140398979187
14,0.001,0.0659098932858296,0.9531223364963919,0.9530381560473946,0.9530438425584887,0.1895370045217642,0.9008849557522124,0.8559695274195165,0.9083606921712558,0.9030146813457236,12,413.2835166454315
15,0.001,0.0640167730526393,0.9541324949018568,0.9540713757230395,0.954066710863597,0.15415866660333313,0.9425031605562579,0.9090955240401917,0.9449917340805193,0.9090955240401917,15,413.6366775035858
16,0.001,0.061255262468212855,0.955350998478449,0.9552707003219644,0.9552783460561312,0.13780334938943914,0.9364854614412137,0.9010956216198359,0.9396328206002372,0.9090955240401917,15,414.24756121635437
17,0.001,0.05908362976006973,0.9575670334804377,0.9575023369490003,0.9575065348954579,0.1493184893087551,0.9339064475347661,0.8977613972964983,0.9373586410555669,0.9090955240401917,15,412.6067612171173
18,0.001,0.057947958079518594,0.9590507036384643,0.9589979942669449,0.9589991358856624,0.15558653359618108,0.9301643489254109,0.8928270682420195,0.9340317900105908,0.9090955240401917,15,415.23698139190674
19,0.0005,0.05586456785610492,0.9605911952067984,0.9605415008892257,0.9605433309414829,0.15430886049261588,0.9403792667509482,0.9062453256570935,0.943094076514447,0.9090955240401917,15,413.33298444747925
20,0.0005,0.047336238168730393,0.9666710861096905,0.9666472309241934,0.9666449163629943,0.1705844340606224,0.9446270543615677,0.9120777804266427,0.9469237908617965,0.9120777804266427,20,413.4875829219818
21,0.0005,0.04311131377631066,0.9698152041467003,0.9697982569970045,0.9697958133914647,0.18690327901303694,0.9496839443742099,0.9190088693080614,0.951476054347261,0.9190088693080614,21,416.9260768890381
22,0.0005,0.042092974918895666,0.970774854631892,0.9707604629017922,0.970757747558293,0.1873988021313014,0.9448798988621997,0.9125390545749645,0.9471820828713369,0.9190088693080614,21,414.32945442199707
23,0.0005,0.039258680629128385,0.9724226755308066,0.9724022313829412,0.9724039812995644,0.19639110552111708,0.9495322376738305,0.9189512621992509,0.9513801372373724,0.9190088693080614,21,412.77160906791687
24,0.0005,0.03998615655042668,0.9728141119129243,0.9727987588101725,0.9727983385684551,0.17970000197402144,0.9448798988621997,0.9124878021481471,0.9471684270150503,0.9190088693080614,21,419.2040419578552
25,0.0005,0.038214169661479856,0.9740704964297214,0.9740572728314473,0.9740567958056706,0.20079025283926807,0.95378002528445,0.9248383969499069,0.9552187338888076,0.9248383969499069,25,414.1408996582031
