segment_end_sec,token_build_ms,vivit_ms,onnx_ms,gate_receive_sec,cj_age_sec,cj_prob
5.005,207.313,389.948,2.9514,6.006,1.001,0.665681
10.01,222.766,30.8383,1.6375,10.5105,0.5005,0.861697
15.015,192.014,22.3317,2.6293,15.5155,0.5005,0.843715
20.02,188.291,31.0466,1.7628,20.3537,0.333667,0.813794
25.025,184.262,31.6293,2.2801,25.3253,0.3003,0.736049
