segment_end_sec,token_build_ms,vivit_ms,onnx_ms,gate_receive_sec,cj_age_sec,cj_prob
5.005,172.894,395.389,3.1429,6.006,1.001,0.266847
10.01,197.71,23.3099,1.8148,10.5105,0.5005,0.330669
15.015,199.389,32.356,2.2699,15.5155,0.5005,0.600722
20.02,194.784,24.6067,1.4139,20.5205,0.5005,0.799914
25.025,189.893,30.8521,2.0848,25.5255,0.5005,0.647772
30.03,190.707,37.0269,2.3091,30.5305,0.5005,0.673055
