segment_end_sec,token_build_ms,vivit_ms,onnx_ms,gate_receive_sec,cj_age_sec,cj_prob
5.005,181.02,416.422,3.0637,6.006,1.001,0.310242
10.01,259.448,26.6902,1.9227,10.5105,0.5005,0.295404
15.015,259.303,28.3794,2.7348,15.5155,0.5005,0.292886
20.02,235.424,36.216,1.7678,20.5205,0.5005,0.831204
25.025,276.837,28.3871,2.3656,25.5255,0.5005,0.589965
30.03,221.613,34.0011,2.2447,30.3303,0.3003,0.662111
